,accuracy,activation,decay,lambda,learning,n_hidden,n_layer,shrink
772,0.1162,tanh,2.15E-06,0.11167498,0.610626042,577,2,1
773,0.0974,tanh,4.71E-05,0.031974078,0.783597205,907,3,1
774,0.1135,tanh,1.18E-07,0.01783971,0.023079825,497,3,1
775,0.1135,tanh,3.83E-06,0.6217074,0.001538339,801,2,1
776,0.919,tanh,3.08E-06,0.001059158,0.001101028,158,3,1
777,0.5347,tanh,7.29E-06,0.004191279,0.030221425,301,3,1
778,0.101,tanh,4.73E-06,0.00775756,0.753873661,495,4,1
779,0.1065,tanh,6.38E-07,0.611545564,0.035416408,778,2,1
780,0.1009,tanh,2.58E-06,0.064365536,0.754898054,302,4,1
781,0.3373,tanh,2.71E-06,0.008608778,0.02688511,183,2,1
782,0.8433,tanh,6.63E-06,0.00617638,0.001640359,493,2,1
783,0.7369,tanh,6.05E-06,0.000419967,0.035947577,751,4,1
784,0.1135,tanh,5.05E-07,0.00011308,0.391216078,716,2,1
785,0.9137,tanh,2.66E-06,0.001289395,0.006519265,928,2,1
786,0.0982,tanh,3.64E-05,0.005572432,0.952882186,842,3,1
787,0.1889,tanh,6.54E-06,0.014624694,0.039177132,120,2,1
788,0.8152,tanh,2.09E-05,0.00078126,0.020404774,142,3,1
789,0.9298,tanh,7.18E-05,0.000262198,0.0015745,335,2,1
790,0.9084,tanh,9.63E-07,0.000986624,0.007661512,324,3,1
791,0.1135,tanh,4.78E-06,0.011925734,0.003170011,234,4,1
792,0.1135,tanh,1.66E-05,0.157971044,0.007897107,124,4,1
793,0.1135,tanh,1.73E-05,0.097953058,0.006388811,784,4,1
794,0.1135,tanh,2.18E-05,0.048831113,0.007791583,447,4,1
795,0.1135,tanh,2.26E-07,0.120856656,0.033904346,405,3,1
796,0.1112,tanh,2.07E-07,0.238360549,0.174996261,264,3,1
797,0.1135,tanh,8.18E-07,0.010216827,0.078695031,423,4,1
798,0.1135,tanh,2.15E-06,0.038403748,0.290218939,179,4,1
799,0.101,tanh,1.33E-05,0.011996439,0.552921274,624,4,1
800,0.1135,tanh,2.86E-05,0.162182068,0.011906098,537,3,1
801,0.8045,tanh,3.87E-06,0.005542713,0.001797725,224,4,1
802,0.1072,tanh,9.15E-05,0.069820857,0.597187841,213,2,1
803,0.1009,tanh,2.10E-05,0.000406351,0.22436512,382,3,1
804,0.7796,tanh,5.84E-07,0.002515161,0.008627878,240,4,1
805,0.1135,tanh,2.36E-05,0.029917103,0.206628387,772,4,1
806,0.1135,tanh,1.69E-05,0.004738834,0.310718687,166,4,1
807,0.0981,tanh,9.86E-05,0.115552903,0.38285843,165,2,1
808,0.6098,tanh,2.11E-06,0.000127334,0.16551655,220,2,1
809,0.5943,tanh,5.35E-05,0.000747747,0.164367821,528,2,1
810,0.9363,tanh,6.92E-06,0.001549152,0.001662845,755,3,1
811,0.1135,tanh,3.66E-06,0.034722808,0.03492881,460,3,1
812,0.1135,tanh,2.36E-05,0.131044548,0.009208373,265,3,1
813,0.1032,tanh,1.21E-06,0.566319218,0.272982913,801,4,1
814,0.1135,tanh,7.52E-07,0.491903543,0.001317561,400,3,1
815,0.1135,tanh,2.44E-05,0.086887913,0.039125753,345,2,1
816,0.0982,tanh,5.02E-05,0.008658681,0.511476496,679,3,1
817,0.1119,tanh,4.86E-05,0.523884071,0.089833548,248,2,1
818,0.1135,tanh,1.48E-06,0.061318748,0.009335212,677,4,1
819,0.1135,tanh,2.84E-05,0.220804736,0.050294584,118,3,1
820,0.1135,tanh,1.52E-05,0.046843487,0.127876769,745,2,1
821,0.1135,tanh,1.00E-05,0.88448898,0.017399647,153,3,1
822,0.0958,tanh,9.42E-07,0.004790827,0.574257257,131,4,1
823,0.1135,tanh,5.24E-07,0.209495612,0.001576317,494,2,1
824,0.1135,tanh,9.39E-06,0.175104025,0.005367557,110,4,1
825,0.1135,tanh,7.19E-06,0.053620048,0.048692875,151,2,1
826,0.9032,tanh,2.61E-07,0.000680845,0.010575013,441,3,1
827,0.0475,tanh,7.60E-06,0.426269227,0.145186253,290,3,1
828,0.1135,tanh,1.83E-06,0.000431288,0.824567372,536,2,1
829,0.6838,tanh,1.34E-05,0.000166305,0.073213322,170,2,1
830,0.945,tanh,2.90E-06,0.000155513,0.00248429,635,4,1
831,0.7914,tanh,9.45E-07,0.001424218,0.015452649,118,4,1
832,0.0958,tanh,3.68E-07,0.00045938,0.26350742,805,3,1
833,0.8244,tanh,6.41E-06,0.000735677,0.027425501,344,2,1
834,0.1135,tanh,1.68E-07,0.701899293,0.004980452,495,2,1
835,0.6311,tanh,9.55E-07,0.000646071,0.053961151,253,2,1
836,0.4513,tanh,5.71E-07,0.00132917,0.084511044,461,3,1
837,0.0958,tanh,3.37E-07,0.002189934,0.729997674,179,2,1
838,0.9199,tanh,1.88E-06,0.000188005,0.002111345,144,2,1
839,0.9044,tanh,1.24E-05,0.000159281,0.010557022,550,2,1
840,0.1135,tanh,9.40E-07,0.030117494,0.037030466,178,2,1
841,0.0918,tanh,7.76E-06,0.742594592,0.077949992,102,2,1
842,0.9358,tanh,1.16E-06,0.001277006,0.002752605,552,4,1
843,0.9307,tanh,8.26E-05,0.002350722,0.002920516,197,3,1
844,0.0507,tanh,2.57E-06,0.362696033,0.22468416,320,4,1
845,0.1135,tanh,1.28E-05,0.531871714,0.005816822,243,4,1
846,0.0892,tanh,3.20E-05,0.009023307,0.406744142,693,2,1
847,0.5773,tanh,2.20E-07,0.002579101,0.026389612,196,4,1
848,0.1135,tanh,5.68E-07,0.375721601,0.009885385,528,2,1
849,0.1135,tanh,7.15E-06,0.741845508,0.37692333,468,3,1
850,0.2075,tanh,4.91E-07,0.005376503,0.136753073,185,2,1
851,0.9212,tanh,1.31E-06,0.000109111,0.007517444,574,3,1
852,0.1135,tanh,6.65E-06,0.02505591,0.00122909,205,3,1
853,0.1135,tanh,1.14E-06,0.025469616,0.004050436,126,3,1
854,0.5163,tanh,1.56E-06,0.000317203,0.115608678,258,2,1
855,0.1135,tanh,6.66E-07,0.024458074,0.127757336,267,3,1
856,0.1135,tanh,5.81E-05,0.603462468,0.002148764,730,4,1
857,0.1135,tanh,3.90E-07,0.096264496,0.001355598,154,3,1
858,0.1135,tanh,1.57E-05,0.013531068,0.00413907,825,3,1
859,0.5981,tanh,5.06E-07,0.003372555,0.016268357,835,4,1
860,0.101,tanh,1.54E-06,0.000195335,0.4972431,577,4,1
861,0.1753,tanh,1.06E-06,0.001433574,0.220904904,292,3,1
862,0.0982,tanh,1.19E-06,0.0171087,0.584376058,883,2,1
863,0.3466,tanh,8.65E-07,0.001957204,0.130132697,394,4,1
864,0.2113,tanh,1.46E-07,0.009515697,0.162928114,337,2,1
865,0.8437,tanh,1.47E-06,0.002317731,0.006083837,944,3,1
866,0.2079,tanh,6.49E-07,0.019923622,0.002514467,373,2,1
867,0.529,tanh,3.88E-06,0.004022682,0.017187088,239,4,1
868,0.8124,tanh,2.07E-05,0.000435796,0.033591045,542,3,1
869,0.1135,tanh,1.74E-05,0.02558151,0.181655523,122,4,1
870,0.101,tanh,5.76E-07,0.958919734,0.226796811,133,3,1
871,0.9006,tanh,3.88E-06,0.001773405,0.004558783,553,4,1
872,0.1028,tanh,2.17E-05,0.013433686,0.645667013,501,3,1
873,0.484,tanh,1.11E-06,0.004326282,0.0344094,347,4,1
874,0.9166,tanh,2.61E-07,0.000341236,0.005690587,229,3,1
875,0.1028,tanh,9.28E-07,0.000602223,0.503519955,218,3,1
876,0.1009,tanh,2.68E-06,0.009570591,0.371935177,329,3,1
877,0.9144,tanh,4.37E-06,0.000209135,0.001196696,135,4,1
878,0.119,tanh,2.06E-07,0.001662759,0.190920351,129,4,1
879,0.1135,tanh,3.28E-06,0.013016852,0.034429943,534,4,1
880,0.1135,tanh,3.83E-06,0.112506609,0.018231251,424,3,1
881,0.1135,tanh,1.68E-07,0.008377276,0.005564635,802,3,1
882,0.1135,tanh,1.47E-07,0.128875773,0.002504117,179,3,1
883,0.1032,tanh,6.11E-06,0.003040106,0.454830742,492,3,1
884,0.1135,tanh,9.02E-05,0.271049328,0.001795359,406,2,1
885,0.9422,tanh,4.39E-06,0.000102855,0.002908043,446,3,1
886,0.5725,tanh,8.41E-07,0.00095666,0.083098315,382,3,1
887,0.858,tanh,8.79E-05,0.000225756,0.078487841,953,2,1
888,0.1135,tanh,2.32E-05,0.128408103,0.028209407,138,4,1
889,0.226,tanh,7.72E-07,0.000764406,0.221461595,270,4,1
890,0.8307,tanh,4.33E-05,0.013868122,0.002439387,217,2,1
891,0.1135,tanh,3.11E-05,0.376855237,0.001859029,415,4,1
892,0.1135,tanh,9.93E-06,0.077060071,0.04336532,386,3,1
893,0.1135,tanh,5.30E-05,0.027367684,0.002204979,596,3,1
894,0.5191,tanh,2.38E-07,0.000447482,0.119227826,106,2,1
895,0.7398,tanh,2.39E-07,0.001107436,0.027803103,121,2,1
896,0.1135,tanh,2.02E-05,0.005714591,0.713172876,242,2,1
897,0.8735,tanh,8.34E-05,0.000218789,0.019299507,442,3,1
898,0.8394,tanh,1.87E-07,0.00225048,0.009761339,758,2,1
899,0.1135,tanh,7.04E-06,0.051595298,0.003397237,511,2,1
900,0.5774,tanh,1.01E-06,0.000794942,0.093880214,161,2,1
901,0.0892,tanh,2.33E-06,0.008096487,0.431831162,157,3,1
902,0.9057,tanh,3.39E-05,0.002259291,0.006413773,159,3,1
903,0.1135,tanh,3.21E-06,0.011237676,0.01277075,732,3,1
904,0.9254,tanh,3.97E-07,0.001117633,0.004419635,233,3,1
905,0.101,tanh,2.23E-05,0.001631086,0.682114829,154,2,1
906,0.0982,tanh,8.50E-07,0.001067437,0.44391263,602,3,1
907,0.098,tanh,2.33E-06,0.021421322,0.466506083,135,3,1
908,0.0892,tanh,1.46E-05,0.454308697,0.919305319,151,3,1
909,0.101,tanh,5.07E-06,0.000216393,0.751675483,208,3,1
910,0.1135,tanh,2.64E-06,0.332722231,0.0019234,362,4,1
911,0.1146,tanh,9.28E-05,0.206617562,0.175233824,613,2,1
912,0.0875,tanh,1.19E-07,0.513520709,0.208398902,208,3,1
913,0.0892,tanh,2.04E-06,0.000371169,0.14025164,624,2,1
914,0.0982,tanh,2.67E-05,0.001152327,0.231193166,651,3,1
915,0.9112,tanh,1.50E-07,0.004270884,0.001867593,169,2,1
916,0.1617,tanh,2.72E-05,0.005399456,0.107813813,241,4,1
917,0.3318,tanh,3.26E-06,0.00559139,0.036754287,167,4,1
918,0.1135,tanh,1.75E-07,0.019315955,0.001408867,871,2,1
919,0.5445,tanh,2.11E-06,0.000142993,0.056624625,229,2,1
920,0.1032,tanh,8.46E-05,0.00010908,0.400583476,986,2,1
921,0.1135,tanh,1.53E-07,0.003856139,0.169205832,179,2,1
922,0.9098,tanh,1.99E-06,0.001140348,0.001225683,106,4,1
923,0.1135,tanh,7.67E-05,0.033206658,0.011994882,133,3,1
924,0.8636,tanh,2.84E-05,0.000944905,0.016555306,835,2,1
925,0.1135,tanh,3.21E-05,0.133135533,0.014791687,834,3,1
926,0.7949,tanh,5.51E-06,0.013420472,0.001500911,307,2,1
927,0.1968,tanh,2.16E-07,0.00930165,0.036551178,122,4,1
928,0.1135,tanh,9.95E-06,0.06210381,0.026331302,163,3,1
929,0.9348,tanh,3.75E-07,0.000890691,0.005727534,933,3,1
930,0.1032,tanh,5.54E-07,0.548911004,0.275050952,131,3,1
931,0.9183,tanh,1.55E-06,0.001167095,0.001142952,141,3,1
932,0.1021,tanh,1.29E-05,0.001309146,0.424230987,124,2,1
933,0.1135,tanh,3.68E-07,0.02187284,0.006881543,230,4,1
934,0.1135,tanh,1.07E-05,0.050809114,0.004799204,161,2,1
935,0.0958,tanh,2.35E-05,0.821896958,0.37421298,217,2,1
936,0.1032,tanh,1.05E-07,0.550092841,0.350578434,907,4,1
937,0.0974,tanh,2.05E-05,0.026734969,0.459398653,311,2,1
938,0.1028,tanh,9.02E-06,0.023003332,0.269816532,163,4,1
939,0.1135,tanh,4.59E-05,0.062814555,0.001371132,144,4,1
940,0.1028,tanh,5.47E-06,0.666076739,0.505169919,392,4,1
941,0.8356,tanh,5.13E-06,0.000148051,0.021922883,338,2,1
942,0.6345,tanh,2.30E-06,0.001583985,0.02482971,710,2,1
943,0.694,tanh,1.70E-06,0.003350818,0.008020632,404,4,1
944,0.15,tanh,6.52E-05,0.107084388,0.775886008,245,2,1
945,0.1135,tanh,7.95E-06,0.064813324,0.002365284,217,3,1
946,0.8889,tanh,7.03E-05,0.000941658,0.016567186,330,3,1
947,0.1135,tanh,1.97E-06,0.60746356,0.002262913,170,3,1
948,0.1135,tanh,5.73E-06,0.213159406,0.021053277,125,4,1
949,0.1135,tanh,2.31E-05,0.118125859,0.03634946,480,3,1
950,0.1135,tanh,6.25E-07,0.010837007,0.340254299,442,4,1
951,0.9007,tanh,2.29E-06,0.000908551,0.009813039,458,3,1
952,0.9437,tanh,3.99E-07,0.000888706,0.004325487,672,3,1
953,0.0958,tanh,4.68E-05,0.000114042,0.268385193,981,4,1
954,0.925,tanh,5.83E-07,0.000127888,0.001931348,209,4,1
955,0.8499,tanh,2.92E-06,0.000357177,0.014421994,219,3,1
956,0.2072,tanh,1.29E-05,0.017318057,0.001668621,129,3,1
957,0.1135,tanh,1.55E-05,0.1497746,0.007404498,227,3,1
958,0.1135,tanh,4.70E-06,0.037305279,0.049825413,599,2,1
959,0.1135,tanh,4.04E-07,0.037309324,0.001688594,215,2,1
